id,name,entity_type,source_doc
53°,53°,Parameter,DOC003
37°,37°,Parameter,DOC003
襟翼前缘,襟翼前缘,Structure,DOC003
98.5°,98.5°,Parameter,DOC003
展弦比飞行器,展弦比飞行器,Aircraft,DOC004
变展,变展,Mechanism,DOC004
气动力驱动变体,气动力驱动变体,Mechanism,DOC004
双翼构型,双翼构型,Aircraft,DOC004
变体过程,变体过程,Mission,DOC004
原准机,原准机,Concept,DOC004
变体机构,变体机构,Mechanism,DOC004
强度刚度,强度刚度,Performance,DOC004
变体飞行器总体设计,变体飞行器总体设计,Mission,DOC004
原理验证,原理验证,Concept,DOC004
变体飞行,变体飞行,Mission,DOC004
变体概念,变体概念,Aircraft,DOC004
aircraft,aircraft,Aircraft,DOC004
morphing,morphing,Mechanism,DOC004
展弦比飞机,展弦比飞机,Aircraft,DOC004
变体飞行器概念,变体飞行器概念,Mission,DOC004
变体方式,变体方式,Mechanism,DOC004
驱动变体,驱动变体,Mechanism,DOC004
气动特性影响,气动特性影响,Performance,DOC004
非定常效应,非定常效应,Concept,DOC004
机翼变体,机翼变体,Mechanism,DOC004
变体包线,变体包线,Performance,DOC004
变体方案,变体方案,Mechanism,DOC004
变体机翼,变体机翼,Structure,DOC004
伸缩机翼,伸缩机翼,Mechanism,DOC004
起降翼展,起降翼展,Parameter,DOC004
自转,自转,Mission,DOC004
气动力驱动,气动力驱动,Mechanism,DOC004
活动机翼,活动机翼,Structure,DOC004
变体飞机,变体飞机,Aircraft,DOC004
机翼处于不同位置,机翼处于不同位置,Structure,DOC004
零升攻角,零升攻角,Parameter,DOC004
双翼升力,双翼升力,Performance,DOC004
升力阻力,升力阻力,Performance,DOC004
构型双翼,构型双翼,Aircraft,DOC004
2度,2度,Parameter,DOC004
6度,6度,Parameter,DOC004
4.432度,4.432度,Parameter,DOC004
活动机翼处于,活动机翼处于,Structure,DOC004
单翼状态,单翼状态,Mission,DOC004
单翼构型,单翼构型,Concept,DOC004
公转角度,公转角度,Parameter,DOC004
3200N,3200N,Parameter,DOC004
7000N,7000N,Parameter,DOC004
机翼副翼,机翼副翼,Structure,DOC004
角度变化,角度变化,Parameter,DOC004
拉格朗,拉格朗,Concept,DOC004
最大起飞重量,最大起飞重量,Performance,DOC004
平流层,平流层,Mission,DOC004
记忆合金,记忆合金,Concept,DOC004
仿生学,仿生学,Concept,DOC004
折叠变体,折叠变体,Mechanism,DOC004
变体飞行器气动,变体飞行器气动,Performance,DOC004
转动惯量,转动惯量,Parameter,DOC004
机翼固定,机翼固定,Mechanism,DOC004
400km/h,400km/h,Parameter,DOC004
气动力矩,气动力矩,Parameter,DOC004
双翼气动,双翼气动,Performance,DOC004
机翼折叠,机翼折叠,Mechanism,DOC004
机翼间距,机翼间距,Parameter,DOC004
900N,900N,Parameter,DOC004
1150N,1150N,Parameter,DOC004
控制策略,控制策略,ControlMethod,DOC004
刚体动力学,刚体动力学,Concept,DOC004
扑翼飞行器,扑翼飞行器,Aircraft,DOC004
扰动力矩,扰动力矩,Parameter,DOC004
10000N,10000N,Parameter,DOC004
活动机翼升力,活动机翼升力,Performance,DOC004
折叠机翼,折叠机翼,Mechanism,DOC004
15m/s,15m/s,Parameter,DOC004
12m/s,12m/s,Parameter,DOC004
微型,微型,Aircraft,DOC004
活动机翼固定,活动机翼固定,Mechanism,DOC004
刚体,刚体,Concept,DOC004
形状记忆合金,形状记忆合金,Concept,DOC004
变形飞行器,变形飞行器,Aircraft,DOC004
动力学建模,动力学建模,Concept,DOC004
飞行器飞行动力学,飞行器飞行动力学,Mission,DOC004
分离机构,分离机构,Mechanism,DOC005
展开机构,展开机构,Mechanism,DOC005
空间飞行,空间飞行,Mission,DOC005
太阳能电池板,太阳能电池板,Structure,DOC005
固有频率,固有频率,Performance,DOC005
连接器,连接器,Structure,DOC005
弹身,弹身,Structure,DOC005
运动特性,运动特性,Performance,DOC005
中心承力,中心承力,Concept,DOC005
筒体,筒体,Structure,DOC005
密封舱,密封舱,Structure,DOC005
运动学,运动学,Concept,DOC005
惯量,惯量,Parameter,DOC005
电池板,电池板,Structure,DOC005
平移,平移,Concept,DOC005
弹体坐标系,弹体坐标系,Parameter,DOC005
25m/s,25m/s,Parameter,DOC005
40m/s,40m/s,Parameter,DOC005
000N,000N,Parameter,DOC005
200m/s,200m/s,Parameter,DOC005
20m/s,20m/s,Parameter,DOC005
发射筒,发射筒,Structure,DOC005
飞行弹道,飞行弹道,Mission,DOC005
铅垂,铅垂,Concept,DOC005
时域,时域,Concept,DOC005
210m/s,210m/s,Parameter,DOC005
自动驾驶仪,自动驾驶仪,ControlMethod,DOC005
分离装置,分离装置,Mechanism,DOC005
爆炸螺栓,爆炸螺栓,Mechanism,DOC005
成形,成形,Concept,DOC005
45N,45N,Parameter,DOC005
18N,18N,Parameter,DOC005
马氏体,马氏体,Concept,DOC005
13N,13N,Parameter,DOC005
170m/s,170m/s,Parameter,DOC005
剪流,剪流,Concept,DOC005
力矩作用,力矩作用,Concept,DOC005
5Pa,5Pa,Parameter,DOC005
加筋条,加筋条,Structure,DOC005
连接分离机构,连接分离机构,Mechanism,DOC005
平动,平动,Concept,DOC005
1.0°,1.0°,Parameter,DOC005
0.7°,0.7°,Parameter,DOC005
150°,150°,Parameter,DOC005
200°,200°,Parameter,DOC005
0.2°,0.2°,Parameter,DOC005
连接分离,连接分离,Mechanism,DOC005
夹块,夹块,Structure,DOC005
49.5°,49.5°,Parameter,DOC005
成形工艺,成形工艺,Concept,DOC005
绳索,绳索,Concept,DOC005
偏量,偏量,Parameter,DOC005
状态空间,状态空间,ControlMethod,DOC005
实部,实部,Parameter,DOC005
系统可靠性,系统可靠性,Performance,DOC005
360N,360N,Parameter,DOC005
20N,20N,Parameter,DOC005
2000N,2000N,Parameter,DOC005
600N,600N,Parameter,DOC005
105.22N,105.22N,Parameter,DOC005
260N,260N,Parameter,DOC005
随机数,随机数,Concept,DOC005
非线性规划,非线性规划,ControlMethod,DOC005
极点,极点,Parameter,DOC005
变化率,变化率,Parameter,DOC005
100.0N,100.0N,Parameter,DOC005
36.75N,36.75N,Parameter,DOC005
重构,重构,Mechanism,DOC005
共轭,共轭,Concept,DOC005
飞行器动力学,飞行器动力学,Mission,DOC005
1N,1N,Parameter,DOC005
飞行器变体,飞行器变体,Mission,DOC006
变构,变构,Aircraft,DOC006
时变,时变,Concept,DOC006
智能变体,智能变体,Aircraft,DOC006
机翼飞行器,机翼飞行器,Structure,DOC006
倾转机翼,倾转机翼,Structure,DOC006
仿生,仿生,Concept,DOC006
机翼变形,机翼变形,Mechanism,DOC006
130°,130°,Parameter,DOC006
过程非定常,过程非定常,Concept,DOC006
倾转,倾转,Mechanism,DOC006
跨域,跨域,Mission,DOC006
变构飞行器,变构飞行器,Aircraft,DOC006
变体飞行器气动特性,变体飞行器气动特性,Performance,DOC006
四元,四元,Parameter,DOC006
先进变体,先进变体,Aircraft,DOC006
变形决策,变形决策,ControlMethod,DOC006
智能材料驱动器,智能材料驱动器,Mechanism,DOC006
飞行动力学建模,飞行动力学建模,Mission,DOC006
飞行方案,飞行方案,Mission,DOC006
姿态稳定,姿态稳定,Performance,DOC007
最优控制,最优控制,ControlMethod,DOC007
强化学习,强化学习,ControlMethod,DOC007
状态变量,状态变量,Parameter,DOC007
V控制,V控制,ControlMethod,DOC007
变体飞行器建模,变体飞行器建模,Mission,DOC007
Lpv控制,Lpv控制,ControlMethod,DOC007
翅膀变形,翅膀变形,Mechanism,DOC008
微型航空器,微型航空器,Aircraft,DOC008
飞行运动,飞行运动,Mission,DOC008
时变极点,时变极点,Parameter,DOC008
变体动力学,变体动力学,Aircraft,DOC008
可变机翼,可变机翼,Structure,DOC008
1.10N,1.10N,Parameter,DOC008
飞行器概念,飞行器概念,Mission,DOC008
1.11N,1.11N,Parameter,DOC008
蝙蝠翅膀,蝙蝠翅膀,Concept,DOC008
昆虫翅膀,昆虫翅膀,Concept,DOC008
骨骼,骨骼,Structure,DOC008
10m/s,10m/s,Parameter,DOC008
RL控制,RL控制,ControlMethod,DOC008
飞行器变形,飞行器变形,Mechanism,DOC008
惯性坐标系,惯性坐标系,Parameter,DOC008
欧拉角,欧拉角,Parameter,DOC008
角动量,角动量,Parameter,DOC008
时间常数,时间常数,Parameter,DOC008
过渡过程,过渡过程,Mission,DOC008
17.5°,17.5°,Parameter,DOC008
权重,权重,Parameter,DOC008
惯性张量,惯性张量,Parameter,DOC008
坐标系原点,坐标系原点,Parameter,DOC008
SAS控制,SAS控制,ControlMethod,DOC008
90m/s,90m/s,Parameter,DOC008
46.11m/s,46.11m/s,Parameter,DOC008
9.81m/s,9.81m/s,Parameter,DOC008
7.79m/s,7.79m/s,Parameter,DOC008
纵向运动,纵向运动,Mission,DOC008
1998Pa,1998Pa,Parameter,DOC008
飞行器建模,飞行器建模,Mission,DOC008
纵向扰动,纵向扰动,Parameter,DOC008
侧向扰动,侧向扰动,Concept,DOC008
uav,uav,Aircraft,DOC008
飞行航迹,飞行航迹,Mission,DOC008
摄动,摄动,Concept,DOC008
SMA控制,SMA控制,ControlMethod,DOC008
1990N,1990N,Parameter,DOC008
1000°,1000°,Parameter,DOC008
400°,400°,Parameter,DOC008
1570N,1570N,Parameter,DOC008
1050N,1050N,Parameter,DOC008
0.25N,0.25N,Parameter,DOC008
500°,500°,Parameter,DOC008
475°,475°,Parameter,DOC008
30N,30N,Parameter,DOC008
2008N,2008N,Parameter,DOC008
40N,40N,Parameter,DOC008
08Pa,08Pa,Parameter,DOC008
36N,36N,Parameter,DOC008
2003N,2003N,Parameter,DOC008
50.6N,50.6N,Parameter,DOC008
变体飞行器原理,变体飞行器原理,Mission,DOC008
变构飞行,变构飞行,Mission,DOC009
材料驱动器,材料驱动器,Mechanism,DOC009
航天器飞行动力学,航天器飞行动力学,Mission,DOC010
航天飞行动力学,航天飞行动力学,Mission,DOC010
姿态动力学,姿态动力学,Concept,DOC010
运动规律,运动规律,Concept,DOC010
姿态运动,姿态运动,Concept,DOC010
航天器轨道,航天器轨道,Mission,DOC010
轨道要素,轨道要素,Parameter,DOC010
进动,进动,Concept,DOC010
摆动加速度,摆动加速度,Parameter,DOC010
轨道摆动,轨道摆动,Mission,DOC010
同步轨道,同步轨道,Mission,DOC010
大气阻力,大气阻力,Performance,DOC010
静止轨道,静止轨道,Mission,DOC010
质心运动,质心运动,Concept,DOC010
航天器运动,航天器运动,Aircraft,DOC010
发射坐标系,发射坐标系,Parameter,DOC010
引力场,引力场,Concept,DOC010
引力梯度,引力梯度,Parameter,DOC010
轨道运动,轨道运动,Mission,DOC010
开普勒,开普勒,Concept,DOC010
航天器姿态,航天器姿态,Performance,DOC010
航天器飞行,航天器飞行,Mission,DOC010
引力加速度,引力加速度,Parameter,DOC010
9.80665m/s,9.80665m/s,Parameter,DOC010
电离层,电离层,Concept,DOC010
11.4°,11.4°,Parameter,DOC010
78.6°,78.6°,Parameter,DOC010
坐标变换矩阵,坐标变换矩阵,Parameter,DOC010
方向余弦,方向余弦,Parameter,DOC010
单位矢量,单位矢量,Parameter,DOC010
变换矩阵,变换矩阵,Parameter,DOC010
两个坐标系,两个坐标系,Parameter,DOC010
轨道平面,轨道平面,Mission,DOC010
偏心率,偏心率,Parameter,DOC010
椭圆轨道,椭圆轨道,Mission,DOC010
近地点,近地点,Mission,DOC010
远地点,远地点,Mission,DOC010
0.9856°,0.9856°,Parameter,DOC010
轨道半径,轨道半径,Parameter,DOC010
30747.6m/s,30747.6m/s,Parameter,DOC010
7910m/s,7910m/s,Parameter,DOC010
11186m/s,11186m/s,Parameter,DOC010
轨道坐标系,轨道坐标系,Mission,DOC010
23°,23°,Parameter,DOC010
平面运动,平面运动,Concept,DOC010
星下点,星下点,Parameter,DOC010
初始轨道,初始轨道,Mission,DOC010
轨道轨道,轨道轨道,Mission,DOC010
63°,63°,Parameter,DOC010
52.6°,52.6°,Parameter,DOC010
82.6°,82.6°,Parameter,DOC010
63.43°,63.43°,Parameter,DOC010
117.57°,117.57°,Parameter,DOC010
270°,270°,Parameter,DOC010
0.94度,0.94度,Parameter,DOC010
38.94°,38.94°,Parameter,DOC010
0.0452N,0.0452N,Parameter,DOC010
2500m/s,2500m/s,Parameter,DOC010
5.73°,5.73°,Parameter,DOC010
1.63m/s,1.63m/s,Parameter,DOC010
5度,5度,Parameter,DOC010
23.433°,23.433°,Parameter,DOC010
相对地球,相对地球,Parameter,DOC010
14.9°,14.9°,Parameter,DOC010
75.1°,75.1°,Parameter,DOC010
255.1°,255.1°,Parameter,DOC010
165.1°,165.1°,Parameter,DOC010
345.1°,345.1°,Parameter,DOC010
21.06°,21.06°,Parameter,DOC010
0.733°,0.733°,Parameter,DOC010
0.928°,0.928°,Parameter,DOC010
坐标系坐标,坐标系坐标,Parameter,DOC010
质心转动,质心转动,Concept,DOC010
发射点,发射点,Concept,DOC010
7620m/s,7620m/s,Parameter,DOC010
运动方程组,运动方程组,Concept,DOC010
传递函数,传递函数,Concept,DOC010
临近空间飞行动力学,临近空间飞行动力学,Mission,DOC011
临近空间飞行器,临近空间飞行器,Aircraft,DOC011
BTT控制,BTT控制,ControlMethod,DOC011
空间飞行动力学,空间飞行动力学,Mission,DOC011
阻力因数,阻力因数,Performance,DOC011
力矩力矩,力矩力矩,Parameter,DOC011
弹道坐标系,弹道坐标系,Parameter,DOC011
侧向运动,侧向运动,Mission,DOC011
方案飞行,方案飞行,Mission,DOC011
目标线,目标线,Concept,DOC011
0.05°,0.05°,Parameter,DOC011
实根,实根,Parameter,DOC011
周期扰动,周期扰动,Concept,DOC011
139.064°,139.064°,Parameter,DOC011
87.759°,87.759°,Parameter,DOC011
81.216°,81.216°,Parameter,DOC011
86.52°,86.52°,Parameter,DOC011
传递系数,传递系数,Parameter,DOC011
侧向扰动运动,侧向扰动运动,Concept,DOC011
0.1°,0.1°,Parameter,DOC011
驾驶仪,驾驶仪,Concept,DOC011
9.19°,9.19°,Parameter,DOC011
坐标系关系,坐标系关系,Parameter,DOC011
之间夹角,之间夹角,Parameter,DOC011
临近空间飞行,临近空间飞行,Mission,DOC011
11.3°,11.3°,Parameter,DOC011
79.54°,79.54°,Parameter,DOC011
108.43°,108.43°,Parameter,DOC011
太阳同步,太阳同步,Mission,DOC011
63.4°,63.4°,Parameter,DOC011
116.6°,116.6°,Parameter,DOC011
74.16°,74.16°,Parameter,DOC011
126°,126°,Parameter,DOC011
75°,75°,Parameter,DOC011
试验指标,试验指标,Performance,DOC011
折叠构型,折叠构型,Mechanism,DOC013
展开构型,展开构型,Mechanism,DOC013
35度,35度,Parameter,DOC013
